worker-1  | {"event": "worker_started", "level": "info", "role": "worker", "timestamp": "2026-08-08T08:08:28.676355Z", "worker_id": "489ea78b44a4:1:d0dd4a72"}
reaper-1  | {"attempt": 2, "delay_seconds": 0.9470159484053994, "event": "reaper_database_reconnect_scheduled", "level": "warning", "reaper_id": "0491e9f978bd:1:736bfabe", "role": "reaper", "timestamp": "2026-08-08T08:10:37.814835Z"}
reaper-1  | {"count": 1, "event": "reaper_batch_completed", "level": "info", "reaper_id": "0491e9f978bd:1:736bfabe", "role": "reaper", "timestamp": "2026-08-08T08:11:23.869757Z"}
reaper-1  | {"event": "reaper_stopped", "level": "info", "reaper_id": "0491e9f978bd:1:736bfabe", "role": "reaper", "timestamp": "2026-08-08T08:11:30.848062Z"}
reaper-1  | {"event": "reaper_started", "level": "info", "reaper_id": "0491e9f978bd:1:79ea4a35", "role": "reaper", "timestamp": "2026-08-08T08:11:35.333918Z"}
reaper-1  | {"error_type": "OperationalError", "event": "reaper_iteration_failed", "level": "error", "reaper_id": "0491e9f978bd:1:79ea4a35", "role": "reaper", "timestamp": "2026-08-08T08:11:45.401784Z"}
reaper-1  | {"attempt": 1, "delay_seconds": 0.504905174885127, "event": "reaper_database_reconnect_scheduled", "level": "warning", "reaper_id": "0491e9f978bd:1:79ea4a35", "role": "reaper", "timestamp": "2026-08-08T08:11:45.401979Z"}
reaper-1  | {"error_type": "OperationalError", "event": "reaper_iteration_failed", "level": "error", "reaper_id": "0491e9f978bd:1:79ea4a35", "role": "reaper", "timestamp": "2026-08-08T08:11:45.912508Z"}
reaper-1  | {"attempt": 2, "delay_seconds": 1.0671329304111423, "event": "reaper_database_reconnect_scheduled", "level": "warning", "reaper_id": "0491e9f978bd:1:79ea4a35", "role": "reaper", "timestamp": "2026-08-08T08:11:45.912715Z"}
migrate-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
migrate-1  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
migrate-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
migrate-1  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
migrate-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
migrate-1  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
migrate-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
migrate-1  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
migrate-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
migrate-1  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
migrate-1  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
postgres-1  | chmod: /var/run/postgresql: Operation not permitted
postgres-1  | The files belonging to this database system will be owned by user "postgres".
postgres-1  | This user must also own the server process.
postgres-1  | 
postgres-1  | The database cluster will be initialized with locale "en_US.utf8".
postgres-1  | The default database encoding has accordingly been set to "UTF8".
postgres-1  | The default text search configuration will be set to "english".
postgres-1  | 
postgres-1  | Data page checksums are enabled.
postgres-1  | 
postgres-1  | fixing permissions on existing directory /var/lib/postgresql/18/docker ... ok
postgres-1  | creating subdirectories ... ok
postgres-1  | selecting dynamic shared memory implementation ... posix
postgres-1  | selecting default "max_connections" ... 100
postgres-1  | selecting default "shared_buffers" ... 128MB
postgres-1  | selecting default time zone ... UTC
postgres-1  | creating configuration files ... ok
postgres-1  | running bootstrap script ... ok
postgres-1  | sh: locale: not found
postgres-1  | 2026-08-08 08:08:20.541 UTC [24] WARNING:  no usable system locales were found
postgres-1  | performing post-bootstrap initialization ... ok
postgres-1  | initdb: warning: enabling "trust" authentication for local connections
postgres-1  | initdb: hint: You can change this by editing pg_hba.conf or using the option -A, or --auth-local and --auth-host, the next time you run initdb.
postgres-1  | syncing data to disk ... ok
postgres-1  | 
postgres-1  | 
postgres-1  | Success. You can now start the database server using:
postgres-1  | 
postgres-1  |     pg_ctl -D /var/lib/postgresql/18/docker -l logfile start
postgres-1  | 
postgres-1  | waiting for server to start....2026-08-08 08:08:21.372 UTC [30] LOG:  starting PostgreSQL 18.4 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
postgres-1  | 2026-08-08 08:08:21.372 UTC [30] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 08:08:21.375 UTC [36] LOG:  database system was shut down at 2026-08-08 08:08:20 UTC
postgres-1  | 2026-08-08 08:08:21.377 UTC [30] LOG:  database system is ready to accept connections
postgres-1  |  done
postgres-1  | server started
postgres-1  | CREATE DATABASE
postgres-1  | 
postgres-1  | 
postgres-1  | /usr/local/bin/docker-entrypoint.sh: ignoring /docker-entrypoint-initdb.d/*
postgres-1  | 
postgres-1  | waiting for server to shut down....2026-08-08 08:08:21.527 UTC [30] LOG:  received fast shutdown request
postgres-1  | 2026-08-08 08:08:21.528 UTC [30] LOG:  aborting any active transactions
postgres-1  | 2026-08-08 08:08:21.530 UTC [30] LOG:  background worker "logical replication launcher" (PID 39) exited with exit code 1
postgres-1  | 2026-08-08 08:08:21.532 UTC [34] LOG:  shutting down
postgres-1  | 2026-08-08 08:08:21.532 UTC [34] LOG:  checkpoint starting: shutdown immediate
postgres-1  | 2026-08-08 08:08:21.636 UTC [34] LOG:  checkpoint complete: wrote 943 buffers (5.8%), wrote 3 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.072 s, sync=0.031 s, total=0.105 s; sync files=303, longest=0.013 s, average=0.001 s; distance=4362 kB, estimate=4362 kB; lsn=0/1BA6820, redo lsn=0/1BA6820
postgres-1  | 2026-08-08 08:08:21.646 UTC [30] LOG:  database system is shut down
postgres-1  |  done
postgres-1  | server stopped
postgres-1  | 
postgres-1  | PostgreSQL init process complete; ready for start up.
postgres-1  | 
postgres-1  | 2026-08-08 08:08:21.747 UTC [1] LOG:  starting PostgreSQL 18.4 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
postgres-1  | 2026-08-08 08:08:21.747 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
postgres-1  | 2026-08-08 08:08:21.747 UTC [1] LOG:  listening on IPv6 address "::", port 5432
postgres-1  | 2026-08-08 08:08:21.748 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 08:08:21.751 UTC [52] LOG:  database system was shut down at 2026-08-08 08:08:21 UTC
postgres-1  | 2026-08-08 08:08:21.754 UTC [1] LOG:  database system is ready to accept connections
postgres-1  | 2026-08-08 08:09:22.190 UTC [1] LOG:  received fast shutdown request
postgres-1  | 2026-08-08 08:09:22.190 UTC [1] LOG:  aborting any active transactions
postgres-1  | 2026-08-08 08:09:22.190 UTC [171] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.190 UTC [169] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.190 UTC [204] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.190 UTC [203] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.191 UTC [199] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.193 UTC [202] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.196 UTC [67] FATAL:  terminating connection due to administrator command
postgres-1  | 2026-08-08 08:09:22.198 UTC [1] LOG:  background worker "logical replication launcher" (PID 55) exited with exit code 1
postgres-1  | 2026-08-08 08:09:22.200 UTC [50] LOG:  shutting down
postgres-1  | 2026-08-08 08:09:22.200 UTC [50] LOG:  checkpoint starting: shutdown immediate
postgres-1  | 2026-08-08 08:09:22.222 UTC [50] LOG:  checkpoint complete: wrote 325 buffers (2.0%), wrote 3 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.009 s, sync=0.011 s, total=0.022 s; sync files=168, longest=0.002 s, average=0.001 s; distance=2112 kB, estimate=2112 kB; lsn=0/1DB6A40, redo lsn=0/1DB6A40
postgres-1  | 2026-08-08 08:09:22.230 UTC [1] LOG:  database system is shut down
postgres-1  | chmod: /var/run/postgresql: Operation not permitted
postgres-1  | 
postgres-1  | PostgreSQL Database directory appears to contain a database; Skipping initialization
postgres-1  | 
postgres-1  | 2026-08-08 08:09:25.525 UTC [1] LOG:  starting PostgreSQL 18.4 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
postgres-1  | 2026-08-08 08:09:25.525 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
postgres-1  | 2026-08-08 08:09:25.525 UTC [1] LOG:  listening on IPv6 address "::", port 5432
postgres-1  | 2026-08-08 08:09:25.525 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 08:09:25.528 UTC [19] LOG:  database system was shut down at 2026-08-08 08:09:22 UTC
postgres-1  | 2026-08-08 08:09:25.611 UTC [1] LOG:  database system is ready to accept connections
postgres-1  | 2026-08-08 08:09:39.592 UTC [48] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.592 UTC [48] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.592 UTC [48] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.600 UTC [57] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.600 UTC [57] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.600 UTC [57] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.608 UTC [58] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.608 UTC [58] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.608 UTC [58] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.608 UTC [60] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.608 UTC [60] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.608 UTC [60] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.610 UTC [62] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.610 UTC [62] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.610 UTC [62] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.611 UTC [63] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.611 UTC [63] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.611 UTC [63] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.611 UTC [61] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.611 UTC [61] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.611 UTC [61] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.611 UTC [66] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.611 UTC [66] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.611 UTC [66] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.611 UTC [59] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.611 UTC [59] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.611 UTC [59] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:09:39.612 UTC [25] ERROR:  duplicate key value violates unique constraint "uq_evaluation_runs_tenant_id_idempotency_key"
postgres-1  | 2026-08-08 08:09:39.612 UTC [25] DETAIL:  Key (tenant_id, idempotency_key)=(af38dd83-ad35-4947-b935-ca7cc6357e17, fault-i-1-43386ebb87684f5a9ae74c03d718f17d) already exists.
postgres-1  | 2026-08-08 08:09:39.612 UTC [25] STATEMENT:  INSERT INTO evaluation_runs (id, tenant_id, dataset_version_id, dataset_hash, idempotency_key, request_hash, target_type, target_config_json, target_config_hash, evaluator_type, evaluator_config_json, evaluator_config_hash, target_version, evaluator_version, source_commit, origin_traceparent, status, total_jobs, succeeded_jobs, failed_jobs, cancelled_jobs, created_by, started_at, finished_at, cancel_requested_at, version) VALUES ($1::UUID, $2::UUID, $3::UUID, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::VARCHAR, $8::JSONB, $9::VARCHAR, $10::VARCHAR, $11::JSONB, $12::VARCHAR, $13::VARCHAR, $14::VARCHAR, $15::VARCHAR, $16::VARCHAR, $17, $18::INTEGER, $19::INTEGER, $20::INTEGER, $21::INTEGER, $22::UUID, $23::TIMESTAMP WITH TIME ZONE, $24::TIMESTAMP WITH TIME ZONE, $25::TIMESTAMP WITH TIME ZONE, $26::INTEGER) RETURNING evaluation_runs.created_at
postgres-1  | 2026-08-08 08:10:34.507 UTC [1] LOG:  received fast shutdown request
postgres-1  | 2026-08-08 08:10:34.507 UTC [1] LOG:  aborting any active transactions
